fold,horizon_bucket,radius_90,covered
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,False
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,False
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
6,Days 22–30,14.553969747807855,True
